Date,Forecast
2024-09-30,15806.372244764618
2024-10-01,15970.459810572533
2024-10-02,15629.509621443964
2024-10-03,14725.643178596194
2024-10-04,4269.258904420543
2024-10-05,3059.8094824836016
2024-10-06,14954.117791210163
