Date,Forecast
2024-09-30,19967.409636239492
2024-10-01,19787.743042170943
2024-10-02,19077.86676854437
2024-10-03,18007.005393488183
2024-10-04,8573.255204558085
2024-10-05,6595.071610180771
2024-10-06,18186.17453052964
