Date,Forecast
2024-09-30,368.9215855407508
2024-10-01,383.6894948643177
2024-10-02,313.0988192481619
2024-10-03,256.90455458547615
2024-10-04,8.694433478007483
2024-10-05,8.690748491377903
2024-10-06,342.5702137719742
