Date,Forecast
2024-09-30,4638.255663177606
2024-10-01,4455.556686967385
2024-10-02,4321.064271297263
2024-10-03,4077.865185450238
2024-10-04,484.55125307631806
2024-10-05,466.43531842277025
2024-10-06,4396.415582123682
