Date,Forecast
2024-09-30,2740.344081131278
2024-10-01,13286.928461059464
2024-10-02,14620.898928436683
2024-10-03,14113.028145550876
2024-10-04,14469.273671560284
2024-10-05,13941.302989841319
2024-10-06,3950.9049674583166
