Date,Forecast
2024-09-30,4720.114719039748
2024-10-01,9807.302909907421
2024-10-02,10444.807716939094
2024-10-03,10288.926826338553
2024-10-04,10346.386991431877
2024-10-05,10568.415277584307
2024-10-06,6235.0117332080745
