Date,Forecast
2024-09-30,-3.12874905227266
2024-10-01,301.63773700380625
2024-10-02,332.91606538231713
2024-10-03,330.19323494532387
2024-10-04,295.9126486660829
2024-10-05,271.0228566849706
2024-10-06,-4.344158812832859
