Date,Forecast
2024-09-30,148.97726582397001
2024-10-01,1686.2440243000387
2024-10-02,1714.0737542074667
2024-10-03,1542.3178963014693
2024-10-04,1508.0641911646037
2024-10-05,1235.4591081469691
2024-10-06,405.4235577262916
